name,earliestPost,latestPost,posts_authored,reposts_made,reposts_received,total_likes_on_posts,total_replies_on_posts,total_bookmarks_on_posts,betweenness,closeness,eigenvector_centrality,pagerank,hub_score,authority_score,local_clustering,kcore,in_degree,out_degree,total_degree,betweenness_norm,closeness_norm,pagerank_norm,authority_norm,community,modularity
dennisro.bsky.social,2025-02-24,2025-02-24,0,1,0,13,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
denny1962.bsky.social,2025-01-05,2025-01-05,1,0,1,32,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
denofthelion.bsky.social,2024-12-02,2024-12-09,0,3,0,47,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
denshields.bsky.social,2025-01-06,2025-08-23,0,2,0,148,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
densitypoint.bsky.social,2025-05-16,2025-05-16,0,1,0,150,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
dentdelionss.bsky.social,2025-02-22,2025-02-22,0,1,0,3214,69,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
denterrick.bsky.social,2025-01-08,2026-01-13,583,9,583,732,22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
de-paso.bsky.social,2025-09-14,2025-10-29,0,3,0,177,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
depreciated.bsky.social,2025-12-11,2025-12-11,0,1,0,12,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
dereendaffderg.bsky.social,2026-01-19,2026-01-19,0,1,0,8361,96,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
derekalcorn.bsky.social,2025-01-20,2025-02-02,0,2,0,142,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
derek-barry.bsky.social,2024-12-05,2025-05-03,0,2,0,10,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
derekbrauders.bsky.social,2024-11-29,2026-01-26,5,38,5,352,146,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
derekbryant.bsky.social,2025-03-16,2025-07-20,0,2,0,84,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
derekbshelby.bsky.social,2025-05-21,2026-02-05,0,2,0,237,49,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
derekbullock.bsky.social,2024-11-17,2024-11-23,0,2,0,42,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
derekdesanges.bsky.social,2025-01-14,2026-01-03,0,9,0,949,44,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
derekhardiman.com,2024-12-04,2024-12-04,0,1,0,6,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
derekholly7.bsky.social,2024-12-12,2024-12-12,2,1,2,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
derfikanob.bsky.social,2026-01-01,2026-01-01,0,1,0,3751,218,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
derglitzkrieg.bsky.social,2025-12-03,2025-12-03,0,1,0,309,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
dergrexxie.bsky.social,2025-03-08,2026-01-19,0,3,0,8361,96,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
derk-mcguirk.bsky.social,2025-03-22,2025-03-22,0,1,0,133,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
derm66.bsky.social,2026-01-19,2026-01-19,0,1,0,1152,20,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
dermotcasey.bsky.social,2024-09-30,2025-12-04,38,15,38,175,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
dermotfinn.bsky.social,2025-06-06,2025-06-06,0,1,0,209,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
dermotlynott.bsky.social,2024-05-30,2026-01-19,59,31,59,181,123,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
dermotmw.bsky.social,2025-09-23,2025-09-23,0,1,0,498,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
dermotncosgrove.bsky.social,2024-12-18,2026-01-14,0,5,0,225,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
derrelldurrett.bsky.social,2025-09-23,2025-09-23,0,1,0,498,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
derridont.bsky.social,2025-10-31,2025-10-31,0,1,0,795,18,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
derriemurray.bsky.social,2024-11-15,2024-11-15,0,1,0,35,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
derrybarry.bsky.social,2025-04-22,2025-04-22,0,1,0,18,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
derrylea.bsky.social,2025-02-07,2025-10-23,1,1,1,28,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
derrylm.bsky.social,2025-11-04,2025-11-04,0,1,0,48,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
derrymac.bsky.social,2025-04-05,2025-04-05,0,1,0,116,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
derryman1.bsky.social,2025-01-14,2025-07-05,0,3,0,433,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
derrymanc.bsky.social,2025-02-15,2026-02-01,0,3,0,991,35,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
derryodonnell.bsky.social,2025-02-14,2025-02-14,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
derrysketcher.bsky.social,2024-11-20,2025-07-14,0,3,0,969,45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
dertypaws.bsky.social,2025-12-03,2025-12-03,0,1,0,70,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
dervmcg.bsky.social,2026-01-06,2026-01-06,0,1,0,216,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
desalinadiego.bsky.social,2026-01-03,2026-01-03,0,1,0,166,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
desdarkdesigns.bsky.social,2025-01-30,2025-12-01,0,2,0,447,36,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
desertcactus621.bsky.social,2025-11-21,2025-11-21,0,1,0,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
desertmerbabe.bsky.social,2025-02-10,2025-02-10,0,2,0,362,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
desertorchid.bsky.social,2025-06-23,2025-06-23,0,1,0,82,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
desfitzgerald.bsky.social,2025-01-08,2026-02-05,76,2,76,39,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
desfondant.bsky.social,2025-01-11,2026-01-17,3,1,3,114,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
deshocks.bsky.social,2024-11-15,2026-01-26,19,16,19,443,123,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
desiderata3.bsky.social,2025-07-16,2025-07-16,0,1,0,34,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
desireebaker.bsky.social,2025-09-24,2025-09-24,0,1,0,272,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
desktophippie.bsky.social,2024-11-13,2025-09-25,14,19,14,969,45,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
desmondkenny.bsky.social,2024-11-20,2025-01-22,0,3,0,969,45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
de-snoot.bsky.social,2025-07-20,2025-07-20,0,1,0,84,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
desperatefortruth.bsky.social,2026-01-19,2026-01-19,0,1,0,8361,96,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
despod.bsky.social,2024-11-06,2026-02-01,481,10,481,61,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
despondentdiva.bsky.social,2026-01-13,2026-02-05,0,2,0,184,49,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
desventura.bsky.social,2025-12-04,2025-12-04,0,1,0,464,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
deswalsh.bsky.social,2024-11-22,2026-01-03,0,14,0,620,24,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
detectiveken.bsky.social,2025-05-24,2026-01-27,0,4,0,371,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
detourdelights.bsky.social,2025-02-18,2025-04-16,0,2,0,620,24,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
detoxponcho.bsky.social,2025-12-31,2025-12-31,0,1,0,144,13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
dettemcl.bsky.social,2026-02-05,2026-02-05,0,3,0,25,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
deuademon.bsky.social,2025-01-23,2025-01-23,0,1,0,100,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
deusculpa.bsky.social,2025-10-08,2025-10-08,0,1,0,62,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
deusericus.bsky.social,2025-06-15,2025-06-15,0,1,0,70,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
devbubble.bsky.social,2025-03-11,2025-03-11,0,1,0,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
devdoestattoos.bsky.social,2025-03-05,2025-03-05,0,1,0,166,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
deviant-nails.bsky.social,2025-05-01,2025-05-01,0,1,0,22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
deviate-ink.bsky.social,2025-08-13,2025-08-13,0,1,0,443,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
devilsjunkshop.bsky.social,2024-11-20,2024-11-20,0,1,0,969,45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
devindoyle.bsky.social,2025-05-16,2026-01-19,0,6,0,1152,20,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
devin-eleven.bsky.social,2025-03-29,2025-03-29,0,1,0,10,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
devingtieme.bsky.social,2025-07-26,2025-10-11,0,3,0,376,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
deviousbec.bsky.social,2025-05-24,2025-05-24,0,1,0,371,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
devioussnail.bsky.social,2025-05-16,2025-05-16,0,1,0,150,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
devislaskar.bsky.social,2025-09-15,2025-09-15,0,1,0,87,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
devonianmatthew.bsky.social,2025-04-24,2025-11-05,0,3,0,20,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
devore.bsky.social,2025-01-08,2025-11-10,24,5,24,152,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
dewritochan.bsky.social,2025-07-03,2025-07-03,0,1,0,70,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
deyjavue.bsky.social,2025-10-22,2026-01-07,0,3,0,3751,218,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
dezlink.bsky.social,2024-11-17,2026-01-18,0,33,0,1245,51,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
dfertl.bsky.social,2025-02-08,2026-02-05,197,5,197,130,20,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
dfh-1.bsky.social,2025-06-10,2025-06-10,0,1,0,87,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
dfit.ie,2024-12-06,2025-07-24,9,4,9,83,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
dfluke.net,2025-04-02,2026-01-18,0,3,0,1855,51,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
dglaity.bsky.social,2025-01-23,2026-01-06,0,4,0,216,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
dgoodmantrublu.bsky.social,2025-07-01,2025-07-01,0,1,0,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
dgrsch.bsky.social,2025-06-08,2025-06-08,0,1,0,100,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
dhafez.bsky.social,2025-01-11,2025-01-11,0,1,0,167,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
dhul-qarnayn.bsky.social,2025-11-01,2025-11-01,0,1,0,81,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
diabolica.pennedbypassion.net,2025-04-27,2025-04-27,0,1,0,391,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
dialogician.bsky.social,2025-01-18,2025-01-18,0,1,0,3210,71,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
diamondforyes.bsky.social,2025-03-28,2025-10-25,0,6,0,135,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
diamondhiker.bsky.social,2025-09-12,2025-09-12,0,1,0,285,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
diamondjoltva.bsky.social,2025-11-27,2025-11-27,0,1,0,16,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
diana1988.bsky.social,2025-06-30,2025-06-30,0,1,0,98,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
dianagazzola.bsky.social,2026-01-18,2026-01-18,0,1,0,1855,22,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
dianajspencer.bsky.social,2024-11-21,2025-03-01,3,7,3,209,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
dianaodwyer.bsky.social,2024-11-24,2024-11-24,0,2,0,258,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
dianaporter.bsky.social,2025-02-16,2025-02-16,0,1,0,46,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
dianbeck.bsky.social,2025-02-22,2025-02-22,0,1,0,3214,69,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
diane.dianeduane.com,2024-12-09,2026-02-01,0,17,0,3210,71,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
dianee.bsky.social,2025-12-31,2025-12-31,0,1,0,144,13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
dianef1224.bsky.social,2025-07-04,2025-07-04,0,1,0,333,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
dianeodoherty.bsky.social,2025-10-24,2025-12-16,0,4,0,109,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
dianepatterson.bsky.social,2025-12-04,2025-12-04,0,1,0,464,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
dianeraucher.bsky.social,2026-01-19,2026-01-19,0,1,0,8361,96,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
dianeray.bsky.social,2024-11-30,2024-11-30,0,1,0,536,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
diarmaidcoffey.bsky.social,2025-11-24,2026-01-03,0,2,0,615,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
diarmuid.bsky.social,2025-10-26,2026-02-03,0,2,0,323,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
diarmuidslattery.bsky.social,2024-11-16,2026-01-29,6,7,6,232,28,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
diataeleaf.bsky.social,2025-10-31,2025-10-31,0,1,0,795,18,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
dibbles81.bsky.social,2026-02-02,2026-02-02,0,1,0,17,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
dibeliusc.bsky.social,2026-01-08,2026-01-21,0,2,0,66,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
diceanddinosaurs.bsky.social,2025-12-04,2025-12-04,0,1,0,464,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
dickensgirl.bsky.social,2025-01-05,2025-01-05,0,1,0,27,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
didisatzinger.bsky.social,2025-01-30,2025-01-30,0,1,0,447,36,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
diegram.bsky.social,2025-02-17,2025-02-17,0,1,0,205,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
dienail.bsky.social,2024-12-01,2024-12-15,0,5,0,237,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
dieselsandwich.bsky.social,2026-02-02,2026-02-02,0,1,0,32,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
digen08.bsky.social,2025-09-01,2025-12-21,0,2,0,470,4,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
diggles.bsky.social,2025-11-20,2025-11-20,0,1,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
digitalgerry.bsky.social,2025-04-27,2025-04-27,0,1,0,11,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
digitalmb.bsky.social,2025-03-02,2025-03-02,0,1,0,101,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
digitalramble.bsky.social,2026-02-04,2026-02-04,0,1,0,72,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
digitjones.bsky.social,2024-11-13,2024-11-13,0,1,0,17,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
diglegom.bsky.social,2025-12-04,2025-12-04,0,1,0,464,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
digyoursoul.bsky.social,2025-11-05,2025-11-05,0,1,0,64,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
dillyfloss2.bsky.social,2024-12-04,2025-01-04,0,2,0,83,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
dimchancecariad.bsky.social,2025-10-26,2025-10-26,0,1,0,949,36,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
dimom2.bsky.social,2026-02-03,2026-02-03,0,1,0,323,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
dinanm3.bsky.social,2024-11-29,2024-11-29,0,1,0,139,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
dinglelit.bsky.social,2025-03-22,2025-11-13,0,7,0,20,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
dinmaker.bsky.social,2024-11-28,2026-02-01,0,7,0,1245,51,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
dinomom77.bsky.social,2025-02-06,2025-02-06,0,1,0,61,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
diogeneslamp.bsky.social,2025-08-13,2025-08-13,0,1,0,59,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
dione522.bsky.social,2026-01-19,2026-01-19,0,1,0,30,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
dionjames.bsky.social,2025-11-04,2025-11-04,0,1,0,298,19,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
diorawhiten.bsky.social,2025-10-31,2025-10-31,0,1,0,459,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
diospoireacht.bsky.social,2024-11-14,2024-11-14,0,1,0,26,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
dippedflake.bsky.social,2025-06-07,2025-06-07,0,1,0,122,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
dirkvanbryn.bsky.social,2025-01-22,2026-02-04,1,1,1,120,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
dirtycitybird.trann.ie,2024-11-17,2026-02-04,190,140,190,991,43,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
dirtysexyhistory.bsky.social,2025-02-17,2025-02-22,0,2,0,3214,69,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
dirtysmellyoink.bsky.social,2025-05-01,2025-05-01,0,1,0,779,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
disabledvoices.newsmast.community.ap.brid.gy,2025-02-12,2025-12-04,0,10,0,24,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
disagreeableme.bsky.social,2024-12-31,2024-12-31,0,1,0,58,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
discgolf19thhole.bsky.social,2026-01-19,2026-01-19,0,1,0,8361,96,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
discobolshevik.bsky.social,2025-02-19,2025-02-19,0,7,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.37976034483689997
