did,handle,display_name,avatar,associated_chat_allow_incoming,associated_activity_subscription_allowsubscriptions,viewer_muted,viewer_blocked_by,labels_src,labels_uri,labels_cid,labels_val,labels_cts,created_at,description,indexed_at,uri,original_uri,verification_verifications_issuer,verification_verifications_uri,verification_verifications_is_valid,verification_verifications_created_at,verification_verified_status,verification_trusted_verifierstatus,viewer_following,viewer_followed_by,labels_ver,labels_cts_..9,labels_src_..10,labels_uri_..11,labels_val_..12,labels_src_..14,labels_uri_..15,labels_val_..17,labels_cts_..18,labels_src_..22,labels_uri_..23,labels_val_..24,labels_cts_..25
did:plc:umwcuaofjvxsnl2dq6rzjbwl,queen-crafty.bsky.social,Teresa Collins,https://cdn.bsky.app/img/avatar/plain/did:plc:umwcuaofjvxsnl2dq6rzjbwl/bafkreidhp6vhrbii5xst3lhzwa6pk7wt7i5fvaac5znswxoy5srwqrhgn4@jpeg,NA,followers,FALSE,FALSE,did:plc:umwcuaofjvxsnl2dq6rzjbwl,at://did:plc:umwcuaofjvxsnl2dq6rzjbwl/app.bsky.actor.profile/self,bafyreidalfm2h7itpxp2ljr3gkhglt5gplmiekz6xht5evml63kasryiwu,!no-unauthenticated,2025-01-20T22:30:23.642Z,2025-01-20T22:30:24.513Z,"She/Her Dreamer of dreams, socialist and sociable. Nature, crochet, rewilding, history and animals hold my interest. Former migrant, now back in Ireland.  
Truth is the daughter of time.",2025-09-06T15:23:04.263Z,at://did:plc:7czbhyt6vmlibzjk2md3ds36/app.bsky.feed.post/3m5wkfkwpn22t,at://did:plc:7czbhyt6vmlibzjk2md3ds36/app.bsky.feed.post/3m5wkfkwpn22t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:sg7q2a3gyzmkcviudgmkhemb,exiledincork.bsky.social,@exiledirishman,https://cdn.bsky.app/img/avatar/plain/did:plc:sg7q2a3gyzmkcviudgmkhemb/bafkreiclkkdy5rvrlcaadlblwsmlzxlnyz6rxsuaddxyjhczmusoctpkdy@jpeg,all,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2024-02-07T23:27:11.721Z,NA,2024-11-17T22:59:26.426Z,at://did:plc:7czbhyt6vmlibzjk2md3ds36/app.bsky.feed.post/3m5wkfkwpn22t,at://did:plc:7czbhyt6vmlibzjk2md3ds36/app.bsky.feed.post/3m5wkfkwpn22t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:onk5fak6ezcpgfk3alsib4fx,caitrionas.bsky.social,Caitríona Shanahan,https://cdn.bsky.app/img/avatar/plain/did:plc:onk5fak6ezcpgfk3alsib4fx/bafkreihbou7vadraz2acmnqmrjwkphp5xp2gyy6ea5ir2tjen7lmfm3enq@jpeg,following,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2023-11-26T13:01:18.387Z,"She/her//sí/í. Done working around the world, happy to be back home in the gorgeous Kingdom of Kerry, ensconced in Munster, the true home of northern hemisphere rugby. Lucky to have such wonderful niblings who keep me in touch with this 21st Century stuff.",2024-01-26T03:07:57.268Z,at://did:plc:7czbhyt6vmlibzjk2md3ds36/app.bsky.feed.post/3m5wkfkwpn22t,at://did:plc:7czbhyt6vmlibzjk2md3ds36/app.bsky.feed.post/3m5wkfkwpn22t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:nmlm6fsolhv4eb3rfarh7esd,annstapleton.bsky.social,Ann Stapleton BL,https://cdn.bsky.app/img/avatar/plain/did:plc:nmlm6fsolhv4eb3rfarh7esd/bafkreicf4jm6xyugmu5bpk7exbnu2xussf6lauttkolhiwupspmvh2ocwu@jpeg,none,followers,FALSE,FALSE,did:plc:nmlm6fsolhv4eb3rfarh7esd,at://did:plc:nmlm6fsolhv4eb3rfarh7esd/app.bsky.actor.profile/self,bafyreigewqnq5uutnvvjlg6im3sekwp2y7rqij5jgomutvrpawqxauijqe,!no-unauthenticated,1970-01-01T00:00:00.000Z,2023-09-19T10:04:20.927Z,"Lawyer and Mum based in Dublin, Ireland. 
All posts are my own opinion except reposts which ≠ endorsement
#speirgorm",2024-11-26T11:11:35.708Z,at://did:plc:7czbhyt6vmlibzjk2md3ds36/app.bsky.feed.post/3m5wkfkwpn22t,at://did:plc:7czbhyt6vmlibzjk2md3ds36/app.bsky.feed.post/3m5wkfkwpn22t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:cxnslpriojqmzybe7brcbqcs,mcwattly.bsky.social,NA,NA,NA,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2023-08-24T23:12:14.700Z,NA,NA,at://did:plc:7czbhyt6vmlibzjk2md3ds36/app.bsky.feed.post/3m5wkfkwpn22t,at://did:plc:7czbhyt6vmlibzjk2md3ds36/app.bsky.feed.post/3m5wkfkwpn22t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:uwji4l3wzsygaxduowluqmgr,sharrow.bsky.social,Sharrow 🏳️‍🌈🏳️‍⚧️🇮🇪🦄💙📚🎃,https://cdn.bsky.app/img/avatar/plain/did:plc:uwji4l3wzsygaxduowluqmgr/bafkreiesu4kqeyy7fagrt3ubncguvtcj36ctpvdvdlnusrz3j6ixlcted4@jpeg,following,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2023-07-25T07:18:54.224Z,"Omni Gamer, Activist, Infovore. 
She/Her Queer 
Communication & Communities 
Where is my Bisexual pride flag emoji? 
If I can't have My Reproductive Rights then it's not My Revolution.
Janet.ie
#LongCovid 
#TransHealthCareNow
#abortionishealthcare",2025-10-16T00:15:47.681Z,at://did:plc:siclj5jstt2xodsn7epgnqld/app.bsky.feed.post/3m5wiaced6c27,at://did:plc:siclj5jstt2xodsn7epgnqld/app.bsky.feed.post/3m5wiaced6c27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:uwji4l3wzsygaxduowluqmgr,sharrow.bsky.social,Sharrow 🏳️‍🌈🏳️‍⚧️🇮🇪🦄💙📚🎃,https://cdn.bsky.app/img/avatar/plain/did:plc:uwji4l3wzsygaxduowluqmgr/bafkreiesu4kqeyy7fagrt3ubncguvtcj36ctpvdvdlnusrz3j6ixlcted4@jpeg,following,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2023-07-25T07:18:54.224Z,"Omni Gamer, Activist, Infovore. 
She/Her Queer 
Communication & Communities 
Where is my Bisexual pride flag emoji? 
If I can't have My Reproductive Rights then it's not My Revolution.
Janet.ie
#LongCovid 
#TransHealthCareNow
#abortionishealthcare",2025-10-16T00:15:47.681Z,at://did:plc:siclj5jstt2xodsn7epgnqld/app.bsky.feed.post/3m5wi3oz2is27,at://did:plc:siclj5jstt2xodsn7epgnqld/app.bsky.feed.post/3m5wi3oz2is27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:umwcuaofjvxsnl2dq6rzjbwl,queen-crafty.bsky.social,Teresa Collins,https://cdn.bsky.app/img/avatar/plain/did:plc:umwcuaofjvxsnl2dq6rzjbwl/bafkreidhp6vhrbii5xst3lhzwa6pk7wt7i5fvaac5znswxoy5srwqrhgn4@jpeg,NA,followers,FALSE,FALSE,did:plc:umwcuaofjvxsnl2dq6rzjbwl,at://did:plc:umwcuaofjvxsnl2dq6rzjbwl/app.bsky.actor.profile/self,bafyreidalfm2h7itpxp2ljr3gkhglt5gplmiekz6xht5evml63kasryiwu,!no-unauthenticated,2025-01-20T22:30:23.642Z,2025-01-20T22:30:24.513Z,"She/Her Dreamer of dreams, socialist and sociable. Nature, crochet, rewilding, history and animals hold my interest. Former migrant, now back in Ireland.  
Truth is the daughter of time.",2025-09-06T15:23:04.263Z,at://did:plc:siclj5jstt2xodsn7epgnqld/app.bsky.feed.post/3m5wi3oz2is27,at://did:plc:siclj5jstt2xodsn7epgnqld/app.bsky.feed.post/3m5wi3oz2is27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:onk5fak6ezcpgfk3alsib4fx,caitrionas.bsky.social,Caitríona Shanahan,https://cdn.bsky.app/img/avatar/plain/did:plc:onk5fak6ezcpgfk3alsib4fx/bafkreihbou7vadraz2acmnqmrjwkphp5xp2gyy6ea5ir2tjen7lmfm3enq@jpeg,following,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2023-11-26T13:01:18.387Z,"She/her//sí/í. Done working around the world, happy to be back home in the gorgeous Kingdom of Kerry, ensconced in Munster, the true home of northern hemisphere rugby. Lucky to have such wonderful niblings who keep me in touch with this 21st Century stuff.",2024-01-26T03:07:57.268Z,at://did:plc:siclj5jstt2xodsn7epgnqld/app.bsky.feed.post/3m5wi3oz2is27,at://did:plc:siclj5jstt2xodsn7epgnqld/app.bsky.feed.post/3m5wi3oz2is27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:56aoxjem4pjvtqsscuhq223t,rogerokeeffe.bsky.social,Roger O'Keeffe,https://cdn.bsky.app/img/avatar/plain/did:plc:56aoxjem4pjvtqsscuhq223t/bafkreiheahxcw5q52kcm7ttrjh4bsxhg3g77m6vidl3o3dngimm3l6moga@jpeg,following,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2023-12-08T16:43:53.666Z,"Shooting the breeze on Irish,  EU and world affairs, history, language(s). #speirgorm

A bit of a pedant, advocate of colonic irrigation of sentences.

Location: 🇺🇸 shitshow to the left of us< 🇮🇪 > 🇬🇧 shitshow to the right",2025-08-26T19:39:55.463Z,at://did:plc:siclj5jstt2xodsn7epgnqld/app.bsky.feed.post/3m5wi3oz2is27,at://did:plc:siclj5jstt2xodsn7epgnqld/app.bsky.feed.post/3m5wi3oz2is27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:bwri5etslrdnbu6jpqrznf36,tggleeson.bsky.social,Tom Gleeson,https://cdn.bsky.app/img/avatar/plain/did:plc:bwri5etslrdnbu6jpqrznf36/bafkreihtmarp2pk4ul3uyjzpgw53xdwfpicyxd43xxn6npjxrwoapc4wce@jpeg,following,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2023-07-01T19:36:29.771Z,Datasmith (retired) same handle on the Bird Site.,2024-11-23T11:40:32.308Z,at://did:plc:mh5mt4ifqn6otuf52ddfa7nb/app.bsky.feed.post/3m5wgrp3jqk2a,at://did:plc:mh5mt4ifqn6otuf52ddfa7nb/app.bsky.feed.post/3m5wgrp3jqk2a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:wxo5kyy2uno2lm2sty2kva6e,spillanemike.com,Mike Spillane,https://cdn.bsky.app/img/avatar/plain/did:plc:wxo5kyy2uno2lm2sty2kva6e/bafkreia5hlfxhuunkqmiyrxupxufwj66fljakiotpopqitz362vrq4qkni@jpeg,following,none,FALSE,FALSE,did:plc:wxo5kyy2uno2lm2sty2kva6e,at://did:plc:wxo5kyy2uno2lm2sty2kva6e/app.bsky.actor.profile/self,bafyreicij6drt24aiqn4sqwwcg5vm3fwulfk66o3sxxrdrp6ycvltdipxa,!no-unauthenticated,1970-01-01T00:00:00.000Z,2023-07-26T10:15:15.680Z,"Cork, cycling, tech, data, beer, bread, cheese, car free, cranky bollox, sometimes Connemara 

mastodon @spillanemike@mastodon.ie
#cork #cycling",2025-08-19T19:59:35.863Z,at://did:plc:jhndv2ueuu77qaiw5ivjkhx7/app.bsky.feed.post/3m5wfw7q5cw2w,at://did:plc:jhndv2ueuu77qaiw5ivjkhx7/app.bsky.feed.post/3m5wfw7q5cw2w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:klkrhw6jl7re5gg3fwvp2aj2,darach.bsky.social,Darach Ó Séaghdha,https://cdn.bsky.app/img/avatar/plain/did:plc:klkrhw6jl7re5gg3fwvp2aj2/bafkreidjqmdo6a4rivlsmkjry6pkssuqby5dcxjh6xciodj4xujxxawoo4@jpeg,following,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2023-06-27T19:37:03.081Z,That @theirishfor guy. Author of Motherfoclóir & Craic Baby. He/Him. ,2024-01-26T00:30:18.814Z,at://did:plc:swknwdgyvbkrbda6fdhhwefj/app.bsky.feed.post/3m5wfsdfjes2z,at://did:plc:swknwdgyvbkrbda6fdhhwefj/app.bsky.feed.post/3m5wfsdfjes2z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:uwji4l3wzsygaxduowluqmgr,sharrow.bsky.social,Sharrow 🏳️‍🌈🏳️‍⚧️🇮🇪🦄💙📚🎃,https://cdn.bsky.app/img/avatar/plain/did:plc:uwji4l3wzsygaxduowluqmgr/bafkreiesu4kqeyy7fagrt3ubncguvtcj36ctpvdvdlnusrz3j6ixlcted4@jpeg,following,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2023-07-25T07:18:54.224Z,"Omni Gamer, Activist, Infovore. 
She/Her Queer 
Communication & Communities 
Where is my Bisexual pride flag emoji? 
If I can't have My Reproductive Rights then it's not My Revolution.
Janet.ie
#LongCovid 
#TransHealthCareNow
#abortionishealthcare",2025-10-16T00:15:47.681Z,at://did:plc:p3ajfs5yqzh6anrao6r73nho/app.bsky.feed.post/3m5w7fdkf7226,at://did:plc:p3ajfs5yqzh6anrao6r73nho/app.bsky.feed.post/3m5w7fdkf7226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:jpfpftig2hxysesykv6nngro,colin-blackart.bsky.social,Colin-Blackart,https://cdn.bsky.app/img/avatar/plain/did:plc:jpfpftig2hxysesykv6nngro/bafkreid3qpqfstlrisygrafd7hcawzntrg7t6tyyrmsalpxclt7xuglxxy@jpeg,NA,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2024-11-18T15:36:44.980Z,"Dogs, Cats, Books, Cars, Guitars, Science, Nature, Politics, Food and Chicago Electric Blues.",2024-11-18T16:00:12.880Z,at://did:plc:p3ajfs5yqzh6anrao6r73nho/app.bsky.feed.post/3m5w7fdkf7226,at://did:plc:p3ajfs5yqzh6anrao6r73nho/app.bsky.feed.post/3m5w7fdkf7226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:habbzrlf5qwkegoxgwk6urcf,ajorgensen.bsky.social,Annette Jorgensen,https://cdn.bsky.app/img/avatar/plain/did:plc:habbzrlf5qwkegoxgwk6urcf/bafkreidh42p7ztwbsp56ryn67ddwwpflu44t2vbhueq4e7bk2t6olnutne@jpeg,following,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2023-10-27T00:13:33.699Z,"Environmental Sociologist. Homesteader. Immigrant. Ethical Ⓥegan. Animal & environmental justice. Critical Animal (and Media) Studies. 
Co Leitrim, Ireland.
She/her.
Free 🇵🇸",2024-11-12T08:58:36.336Z,at://did:plc:p3ajfs5yqzh6anrao6r73nho/app.bsky.feed.post/3m5w7fdkf7226,at://did:plc:p3ajfs5yqzh6anrao6r73nho/app.bsky.feed.post/3m5w7fdkf7226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:gjrs3rf3npsro2es5lystkem,nitat.bsky.social,,https://cdn.bsky.app/img/avatar/plain/did:plc:gjrs3rf3npsro2es5lystkem/bafkreifbk2aomuwrp6wh7kcxycvxqqxnm4kx3pgtxqyykq5ah5y5vba63u@jpeg,NA,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2024-09-26T15:24:26.544Z,NA,2024-09-26T15:24:26.544Z,at://did:plc:p3ajfs5yqzh6anrao6r73nho/app.bsky.feed.post/3m5w7fdkf7226,at://did:plc:p3ajfs5yqzh6anrao6r73nho/app.bsky.feed.post/3m5w7fdkf7226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:b5yxc2nhcgrbtu3twvlg3i7a,siobhanmcelduff.bsky.social,Siobhán McElduff,https://cdn.bsky.app/img/avatar/plain/did:plc:b5yxc2nhcgrbtu3twvlg3i7a/bafkreic6dyc6priycmupus2jwgxcckarhc3y7x52dajmswn5zw4tsgmt7e@jpeg,following,followers,FALSE,FALSE,did:plc:b5yxc2nhcgrbtu3twvlg3i7a,at://did:plc:b5yxc2nhcgrbtu3twvlg3i7a/app.bsky.actor.profile/self,bafyreig7wnt2jq2vheifruhqczeczqsxro3wipbbzbbhfyyikqlem7kzoe,!no-unauthenticated,1970-01-01T00:00:00.000Z,2023-07-11T10:59:22.022Z,"1st gen Irish (Donegal/Sligo) settler in Canada. Author of obscure academic books and slightly less obscure OERs on Roman culture.  Translator of, and far too fond of Cicero.  She/her nó sí/í  

Opinions my own


siobhanmcelduff.com",2025-11-20T12:32:50.691Z,at://did:plc:p3ajfs5yqzh6anrao6r73nho/app.bsky.feed.post/3m5w7fdkf7226,at://did:plc:p3ajfs5yqzh6anrao6r73nho/app.bsky.feed.post/3m5w7fdkf7226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:2hl4dxihqeuylbhlqd4mqfow,beccathorne.bsky.social,Becca Thorne,https://cdn.bsky.app/img/avatar/plain/did:plc:2hl4dxihqeuylbhlqd4mqfow/bafkreih5ks32aboj776zbjkexrhcck46bntwl5uyiekwcydhrskswieb6y@jpeg,following,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2023-08-21T17:04:30.607Z,"Parent of 2 wonderful autistic boys, accidental artist, occasional writer & mountain-lover (Afraid of heights). #cPTSD  https://artachart.com/",2025-02-28T11:02:05.413Z,at://did:plc:p3ajfs5yqzh6anrao6r73nho/app.bsky.feed.post/3m5w7fdkf7226,at://did:plc:p3ajfs5yqzh6anrao6r73nho/app.bsky.feed.post/3m5w7fdkf7226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:23glch3vcy2rgopad54lz7gd,roisinmoriarty.com,Róisín Moriarty,https://cdn.bsky.app/img/avatar/plain/did:plc:23glch3vcy2rgopad54lz7gd/bafkreidri2z3fhgrdcihjp4do5x3bxzci366smejiokdbb77a3zdfwubzm@jpeg,following,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2023-11-19T16:51:58.506Z,"Climate science and policy for a better, safer, fairer world 🌍🌎🌏
Working on carbon dioxide removal and national pathways to net zero and beyond
Research Fellow @ucc.bsky.social 🇮🇪
https://roisinmoriarty.com/",2025-09-27T07:22:52.410Z,at://did:plc:p3ajfs5yqzh6anrao6r73nho/app.bsky.feed.post/3m5w7fdkf7226,at://did:plc:p3ajfs5yqzh6anrao6r73nho/app.bsky.feed.post/3m5w7fdkf7226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:nigs7kco6eoaxc5aiimsaxc3,helendublin.bsky.social,H 🇵🇸 ☘️,https://cdn.bsky.app/img/avatar/plain/did:plc:nigs7kco6eoaxc5aiimsaxc3/bafkreiaj7z2yu2lzryk5qzdp44e3ixs7tlx3g6afgiigokyx7zqy4oa4wm@jpeg,following,followers,FALSE,FALSE,did:plc:nigs7kco6eoaxc5aiimsaxc3,at://did:plc:nigs7kco6eoaxc5aiimsaxc3/app.bsky.actor.profile/self,bafyreifrigxfqszuaydc3e6q7tciqkcp22wiloes2erpght76iq32hpaki,!no-unauthenticated,2024-11-17T00:00:05.523Z,2024-11-17T00:00:06.361Z,"Policy ⚖️ sociology. Climate, housing, health, disability, animal, human rights. Music 🎶 Pro-abortion. INFJ. Sweary 💅 Tea 🇵🇸 🏳️‍⚧️ 🏳️‍🌈 fuck Israel. Everyone should have a home!",2025-11-27T16:22:34.493Z,at://did:plc:6rr62zjwua6uckd5xanmhclr/app.bsky.feed.post/3m5w6hbsj322m,at://did:plc:6rr62zjwua6uckd5xanmhclr/app.bsky.feed.post/3m5w6hbsj322m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:ewsgrdkxvkheig6kjgvlvrhx,alexcurran95.bsky.social,Alex Curran,https://cdn.bsky.app/img/avatar/plain/did:plc:ewsgrdkxvkheig6kjgvlvrhx/bafkreihdm57lzdl6bczl7rec25dqdec4ek7lpqrdllogulprng4fgbd32m@jpeg,NA,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2025-11-14T18:11:28.917Z,NA,2025-11-14T18:32:29.016Z,at://did:plc:6rr62zjwua6uckd5xanmhclr/app.bsky.feed.post/3m5w6hbsj322m,at://did:plc:6rr62zjwua6uckd5xanmhclr/app.bsky.feed.post/3m5w6hbsj322m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:dnvpi77gppcosuglhn7nngk3,eslsys.bsky.social,Kieran,https://cdn.bsky.app/img/avatar/plain/did:plc:dnvpi77gppcosuglhn7nngk3/bafkreif5ejj6zi3t3rb2d2aktk3vjlyrjfufzzkteykje47p6nqoua22gi@jpeg,following,followers,FALSE,FALSE,did:plc:dnvpi77gppcosuglhn7nngk3,at://did:plc:dnvpi77gppcosuglhn7nngk3/app.bsky.actor.profile/self,bafyreie5otoiyiqe3r3se2kwy5umpuguvvezmvj6y23nhbnfbiwjumoevy,!no-unauthenticated,1970-01-01T00:00:00.000Z,2024-01-02T09:27:51.655Z,"Escaping from exTwitter https://twitter.com/eslsys Software engineer. Lots of diverse interests Music (playing, listening), Reading, Film, #ClimateAction  🇵🇸

Hoping to follow everyone back, prioritising those with a bio and at least 1 post",2024-11-28T10:29:22.508Z,at://did:plc:6rr62zjwua6uckd5xanmhclr/app.bsky.feed.post/3m5w6hbsj322m,at://did:plc:6rr62zjwua6uckd5xanmhclr/app.bsky.feed.post/3m5w6hbsj322m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:b5yxc2nhcgrbtu3twvlg3i7a,siobhanmcelduff.bsky.social,Siobhán McElduff,https://cdn.bsky.app/img/avatar/plain/did:plc:b5yxc2nhcgrbtu3twvlg3i7a/bafkreic6dyc6priycmupus2jwgxcckarhc3y7x52dajmswn5zw4tsgmt7e@jpeg,following,followers,FALSE,FALSE,did:plc:b5yxc2nhcgrbtu3twvlg3i7a,at://did:plc:b5yxc2nhcgrbtu3twvlg3i7a/app.bsky.actor.profile/self,bafyreig7wnt2jq2vheifruhqczeczqsxro3wipbbzbbhfyyikqlem7kzoe,!no-unauthenticated,1970-01-01T00:00:00.000Z,2023-07-11T10:59:22.022Z,"1st gen Irish (Donegal/Sligo) settler in Canada. Author of obscure academic books and slightly less obscure OERs on Roman culture.  Translator of, and far too fond of Cicero.  She/her nó sí/í  

Opinions my own


siobhanmcelduff.com",2025-11-20T12:32:50.691Z,at://did:plc:6rr62zjwua6uckd5xanmhclr/app.bsky.feed.post/3m5w6hbsj322m,at://did:plc:6rr62zjwua6uckd5xanmhclr/app.bsky.feed.post/3m5w6hbsj322m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:y3ziw3m5vt6vcnfumlfjyuwp,morselya.bsky.social,Lynne Ann Morse,https://cdn.bsky.app/img/avatar/plain/did:plc:y3ziw3m5vt6vcnfumlfjyuwp/bafkreic5meo7fapu6uwbqgkp7hgyhgkkvyu6kr3x2ejsb42ojdeu4injvi@jpeg,following,mutuals,FALSE,FALSE,did:plc:y3ziw3m5vt6vcnfumlfjyuwp,at://did:plc:y3ziw3m5vt6vcnfumlfjyuwp/app.bsky.actor.profile/self,bafyreicby7ydsj7zqasxjfxilwxif53nbov25np4jlhquf26nq6ffcipxu,!no-unauthenticated,1970-01-01T00:00:00.000Z,2023-05-04T06:39:36.483Z,"Married, SF fan, cat lover, canine compatible, serial crafter.

It's okay - you don't have to follow me. I'm unlikely to follow back. Don't worry about unfollowing, either. I know how tastes can change.

New followers: your posts = CV. Nothing there? Bye!",2025-11-28T10:56:10.391Z,at://did:plc:uwji4l3wzsygaxduowluqmgr/app.bsky.feed.post/3m5w47x2xlk2f,at://did:plc:uwji4l3wzsygaxduowluqmgr/app.bsky.feed.post/3m5w47x2xlk2f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:wg5sefmf4r7u3veskf7c7qpw,sarklor.bsky.social,Ciaránavirus,https://cdn.bsky.app/img/avatar/plain/did:plc:wg5sefmf4r7u3veskf7c7qpw/bafkreic2htcrwujwschudcck56stdnrivgfmuxiu4xnrhp44zdsztcdwca@jpeg,all,none,FALSE,FALSE,NA,NA,NA,NA,NA,2023-05-30T12:17:26.741Z,"Depressed goblin nightmare boy.

Occasional freelance writer: Warhammer 40K: Wrath & Glory, Imperium Maledictum, Warhammer Fantasy RolePlay. I am also a 2019 Hugo Award Attendee. He/Him etc.
https://ko-fi.com/sarklor
https://www.sarklor.ie/",2025-05-06T15:44:19.644Z,at://did:plc:uwji4l3wzsygaxduowluqmgr/app.bsky.feed.post/3m5w42bnuvc2f,at://did:plc:uwji4l3wzsygaxduowluqmgr/app.bsky.feed.post/3m5w42bnuvc2f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:lapeos6kamaakxk54gws7ks2,mousketeer.bsky.social,Denise  Murray/Donnacha Ní Mhuireadhaigh,https://cdn.bsky.app/img/avatar/plain/did:plc:lapeos6kamaakxk54gws7ks2/bafkreifrkfpbsgjo7j5iw3rd4bmkfrmktbqkjx2kobg2zh7zyvtkaib6ha@jpeg,NA,followers,FALSE,FALSE,did:plc:lapeos6kamaakxk54gws7ks2,at://did:plc:lapeos6kamaakxk54gws7ks2/app.bsky.actor.profile/self,bafyreigu2rhfs4d7noxdx5cqafx36hbmiycenmw7ysbgeamvi57tpd66we,!no-unauthenticated,2024-11-14T13:52:00.715Z,2024-11-14T13:52:02.556Z,"Cork like. Artist, Historian, chef, retired and broken from rugby, occasional talking head on TV mainly about Gráinne Ní Mháille. Dilettante extraordinaire.
Not fond of humans. Dog rescuer. PWD, GNC, nearing OAP, proudly Socialist, and absolutely Queer.",2025-10-24T16:10:35.017Z,at://did:plc:uwji4l3wzsygaxduowluqmgr/app.bsky.feed.post/3m5w42bnuvc2f,at://did:plc:uwji4l3wzsygaxduowluqmgr/app.bsky.feed.post/3m5w42bnuvc2f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
